,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
10966,Kiniro no Corda 2 f Encore,PSP,2009,Role-Playing,Tecmo Koei,0,0,0.03,0
10967,Test Drive 4,PS,1997,Racing,Electronic Arts,0.67,0.46,0,0.08
10968,Super Dodge Ball,NG,1995,Sports,Technos Japan Corporation,0,0,0.02,0
10969,AMF Bowling 2004,XB,2003,Sports,Mud Duck Productions,0.22,0.06,0,0.01
10970,Kamaitachi no Yoru 2,PS2,2002,Adventure,ChunSoft,0,0,0.36,0
10971,Evil Genius,PC,2004,Strategy,Vivendi Games,0,0.01,0,0
10972,Family Fest presents: Movie Games,Wii,2008,Action,Ubisoft,0.2,0.01,0,0.02
10973,Dragon Ball Z: Taiketsu,GBA,2003,Fighting,Atari,0.77,0.29,0,0.02
10974,Astro Boy,PS2,2004,Action,Sega,0.04,0.03,0,0.01
10975,Tales of Phantasia (PS1 & PSP Versions),PSP,2006,Role-Playing,Namco Bandai Games,0,0,0.11,0
10976,Hospital Tycoon,PC,2007,Strategy,Codemasters,0,0.01,0,0
10977,WWE Wrestlemania X8,GC,2002,Fighting,THQ,0.38,0.1,0,0.01
10978,Eternal Poison,PS2,2008,Role-Playing,Banpresto,0.07,0.05,0,0.02
10979,Eyeshield 21: Portable Edition,PSP,2006,Role-Playing,Konami Digital Entertainment,0,0,0.02,0
10980,SpongeBob SquigglePants 3D,3DS,2011,Misc,THQ,0.13,0.05,0,0.02
10981,Shrek: Ogres & Dronkeys,DS,2007,Simulation,Activision,0.26,0,0,0.02
10982,Teenage Mutant Ninja Turtles Double Pack,GBA,2006,Action,Konami Digital Entertainment,0.01,0,0,0
10983,Ballistic,PS,1999,Puzzle,Atari,0.02,0.01,0,0
10984,SaGa 3: Jikuu no Hasha - Shadow or Light,DS,2011,Role-Playing,Square Enix,0,0,0.08,0
10985,Brooktown High: Senior Year,PSP,2007,Simulation,Konami Digital Entertainment,0.09,0,0,0.01
10986,SD Gundam G Century,PS,1997,Strategy,Namco Bandai Games,0,0,0.27,0.02
10987,SingStar Vol. 2,PS3,2008,Misc,Sony Computer Entertainment,0.29,0.4,0,0.13
10988,Justice League: Chronicles,GBA,2003,Platform,Midway Games,0.3,0.01,0,0
10989,Gundam Try Age SP,3DS,2014,Strategy,Namco Bandai Games,0,0,0.07,0
10990,Amplitude,PS2,2003,Misc,Sony Computer Entertainment,0.09,0.07,0,0.02
10991,The Idolm@ster: Live for You!,X360,2008,Misc,Namco Bandai Games,0,0,0.07,0
10992,Macross 30: Ginga o Tsunagu Utagoe,PS3,2013,Shooter,Namco Bandai Games,0,0,0.1,0
10993,Warzone 2100,PS,1999,Strategy,Eidos Interactive,2.79,1.89,0,0.33
10994,Fire Emblem: Radiant Dawn,Wii,2007,Strategy,Nintendo,0.28,0.03,0.17,0.03
10995,Monster Bomber,DS,2006,Puzzle,505 Games,0.01,0,0,0
10996,Choro Q2,PS,1997,Racing,Takara,0,0,0.23,0.02
10997,Suikoden Tierkreis,DS,2008,Role-Playing,Konami Digital Entertainment,0.09,0.01,0.15,0.01
10998,"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",SAT,1998,Adventure,Sega,0,0,0.53,0
10999,RealSports Boxing,2600,1986,Sports,Atari,0.28,0.02,0,0
11000,Fuzion Frenzy 2,X360,2007,Misc,Microsoft Game Studios,0.14,0.01,0,0.01
11001,Atari Classics Evolved,PSP,2007,Misc,Atari,0.08,0,0,0.01
11002,Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,PS2,2007,Role-Playing,Sega,0,0,0.02,0
11003,Naruto Shippuden: Gekito Ninja Taisen! EX 3,Wii,2008,Fighting,Takara Tomy,0,0,0.07,0
11004,Championship Manager 2010,PC,2009,Sports,Eidos Interactive,0,0.01,0,0
11005,Jewel Master: Cradle of Athena,DS,2010,Puzzle,Storm City Games,0.18,0,0,0.01
11006,Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,DS,2008,Misc,Benesse,0,0,0.02,0
11007,Block Party,Wii,2008,Misc,Activision,0.14,0,0,0.01
11008,Yu-Gi-Oh! World Championship Tournament 2004,GBA,2004,Misc,Konami Digital Entertainment,0.4,0.15,0,0.01
11009,The Sims 2: Happy Holiday Stuff,PC,2006,Simulation,Electronic Arts,0.01,0.01,0,0
11010,John Madden Football,SNES,1991,Sports,Imagineer,0,0,0.07,0
11011,MechWarrior 2: 31st Century Combat,PS,1997,Simulation,Activision,0.2,0.14,0,0.02
11012,Star Wars Racer Revenge,PS2,2002,Racing,LucasArts,0.15,0.12,0,0.04
11013,Dynasty Warriors,PS,1997,Action,Tecmo Koei,0.09,0.06,0.11,0.02
11014,Yu Yu Hakusho: Dark Tournament,PS2,2004,Fighting,Atari,0.1,0.08,0,0.03
11015,Spectral Force 3,X360,2006,Role-Playing,Idea Factory,0.08,0,0,0.01
11016,Transformers: Beast Wars Transmetals,PS,2000,Fighting,BAM! Entertainment,0.06,0.04,0,0.01
11017,Monster Hunter 4,3DS,2013,Role-Playing,Capcom,0,0,3.44,0
11018,Jikkyou Powerful Pro Yakyuu 13,PS2,2006,Sports,Konami Digital Entertainment,0,0,0.35,0
11019,Test Drive 5,PS,1997,Racing,Accolade,1.05,0.2,0,0.05
11020,Pokemon Black 2/Pokemon White 2,DS,2012,Role-Playing,Nintendo,2.91,1.86,3.14,0.43
11021,Naruto: Gekito Ninja Taisen! 4,GC,2005,Fighting,Tomy Corporation,0,0,0.32,0.01
11022,The Sims: Vacation,PC,2002,Simulation,Electronic Arts,1.72,1.21,0,0.14
11023,Samurai Shodown III,NG,1995,Fighting,SNK,0,0,0.08,0
11024,Gekido Advance: Kintaro's Revenge,GBA,2002,Action,Zoo Digital Publishing,0.02,0.01,0,0
11025,Dragon Blade: Wrath of Fire,Wii,2007,Action,D3Publisher,0.17,0,0,0.01
11026,AMF Bowling World Lanes,Wii,2008,Sports,Bethesda Softworks,0.33,0,0,0.03
11027,Dragon Ball: Origins (JP & incomplete US sales),DS,2008,Adventure,Atari,0.04,0,0.17,0
11028,Phantom Dust,XB,2004,Action,Microsoft Game Studios,0.08,0.02,0,0
11029,Final Fantasy XI: Chains of Promathia,PS2,2004,Role-Playing,Square Enix,0.12,0.09,0,0.03
11030,Commando,2600,1987,Action,Activision,0.44,0.02,0,0
11031,Amnesia,PSP,2011,Adventure,Idea Factory,0,0,0.04,0
11032,Jewel Link: Galactic Quest,DS,2012,Action,Avanquest Software,0,0.02,0,0
11033,Blue Breaker: Ken Yorimo Hohoemi o,PCFX,1996,Role-Playing,NEC,0,0,0.03,0
11034,Durarara!! 3-way Standoff,PSP,2010,Adventure,ASCII Media Works,0,0,0.05,0
11035,Gourmet Chef: Cook Your Way to Fame,DS,2008,Misc,Ubisoft,0.13,0,0,0.01
11036,Bleach: Dark Souls,DS,2007,Fighting,Sega,0.12,0.02,0,0.01
11037,New International Track & Field,DS,2008,Sports,Konami Digital Entertainment,0.07,0,0,0.01
11038,Mike Piazza's Strike Zone,N64,1998,Sports,GT Interactive,0.05,0.01,0,0
11039,The Sims 2: Nightlife,PC,2005,Simulation,Electronic Arts,1.22,0.05,0,0
11040,Kiss Bell,PSV,2014,Adventure,Giga,0,0,0.02,0
11041,The King of Route 66,PS2,2003,Racing,Sega,0.03,0.02,0,0.01
11042,Sid Meier's Civilization Revolution 2+,PSV,2015,Strategy,Take-Two Interactive,0,0,0.02,0
11043,Pet Pals: Animal Doctor,Wii,2008,Simulation,JoWood Productions,0.13,0,0,0.01
11044,Paper Mario,N64,2000,Role-Playing,Nintendo,0.58,0.18,0.59,0.02
11045,Touhoku Daigaku Mirai Kagaku Gijutsu Kyoudou Kenkyuu Center Kawashima Ryuuta Kyouju Kanshu: Nou Ryoku Trainer Portable,PSP,2005,Misc,Sega,0,0,0.3,0
11046,Bloody Roar: Primal Fury,GC,2002,Fighting,Activision,0.14,0.04,0,0
11047,Chronicles of Mystery: The Secret Tree of Life,DS,2011,Adventure,City Interactive,0.03,0.04,0,0.01
11048,"Monsters, Inc. Scream Team",PS,2001,Platform,Sony Computer Entertainment,0.31,0.21,0,0.04
11049,Command & Conquer: Tiberian Sun,PC,1999,Strategy,Westwood Studios,1.55,0,0,0
11050,Gex,PS,1995,Platform,Crystal Dynamics,0.49,0.33,0,0.06
11051,Alien Trilogy,PS,1996,Shooter,Acclaim Entertainment,0.24,0.16,0.04,0.03
11052,I.Q. Remix+: Intelligent Qube,PS2,2000,Puzzle,Sony Computer Entertainment,0,0,0.04,0
11053,Veggy World,DS,2011,Shooter,Jack of All Games,0.02,0,0,0
11054,S.T.A.L.K.E.R.: Call of Pripyat,PC,2009,Shooter,Namco Bandai Games,0,0.05,0,0.01
11055,Samurai Jack: The Amulet of Time,GBA,2003,Platform,Zoo Digital Publishing,0.16,0.06,0,0
11056,Ao no Kanata no Four Rhythm,PSV,2016,Adventure,Piacci,0,0,0.03,0
11057,Sengoku Musou 3 Empires,PS3,2011,Action,Tecmo Koei,0,0,0.14,0
11058,Ouran Koukou Host Bu,PS2,2007,Adventure,Idea Factory,0,0,0.02,0
11059,Aa Megami-samaa,PS2,2007,Adventure,Marvelous Interactive,0,0,0.01,0
11060,Lux-Pain (JP sales),DS,2008,Adventure,Rising Star Games,0,0,0.03,0
11061,Cool Boarders 2,PS,1997,Sports,UEP Systems,1.52,0.46,0.2,0.08
11062,Snow Portable,PSP,2007,Adventure,Prototype,0,0,0.02,0
11063,Fat Princess: Fistful of Cake,PSP,2010,Action,Sony Computer Entertainment,0.08,0.02,0,0.02
11064,Close Combat: First to Fight,XB,2005,Shooter,Take-Two Interactive,0.14,0.04,0,0.01
11065,Digimon Racing,GBA,2004,Racing,Namco Bandai Games,0.09,0.03,0,0
11066,Sonic Free Riders,X360,2010,Racing,Sega,0.74,0.26,0,0.09
11067,To Heart,PS,1999,Adventure,Aqua Plus,0,0,0.13,0.01
11068,The Land Before Time: Big Water Adventure,PS,2002,Platform,TDK Mediactive,0.12,0.08,0,0.01
11069,Sengoku Musou 3: Moushouden,Wii,2011,Action,Ackkstudios,0,0,0.08,0
11070,Bleach: Dark Souls (JP sales),DS,2007,Fighting,Sega,0,0,0.1,0
11071,NHL FaceOff 2001,PS2,2001,Sports,Sony Computer Entertainment,0.1,0.07,0,0.02
11072,Garfield: The Search for Pooky,GBA,2003,Platform,Game Factory,0.03,0.01,0,0
11073,American Girl: Julie Finds a Way,DS,2007,Adventure,THQ,0.1,0,0,0.01
11074,New Legends,XB,2002,Action,THQ,0.07,0.02,0,0
11075,Zoo Resort 3D,3DS,2011,Simulation,Ubisoft,0.11,0.09,0.03,0.02
11076,Heathcliff! The Fast and the Furriest,Wii,2010,Racing,Storm City Games,0.03,0,0,0
11077,WWE Survivor Series,GBA,2004,Fighting,THQ,0.09,0.04,0,0
11078,Yu-Gi-Oh: Duel Monsters 4,GB,2000,Role-Playing,Konami Digital Entertainment,0,0,2.17,0.01
11079,Best Of Tests,DS,2008,Puzzle,Conspiracy Entertainment,0.01,0,0,0
11080,Pryzm Chapter One: The Dark Unicorn,PS2,2002,Adventure,TDK Mediactive,0.06,0.05,0,0.02
11081,Lair,PS3,2007,Action,Sony Computer Entertainment,0.36,0.04,0.08,0.04
11082,Nippon no Asoko de,PSP,2008,Misc,Sony Computer Entertainment,0,0,0.03,0
11083,Tokyo Highway Battle,PS,1996,Racing,Jaleco,0.06,0.04,0.21,0.02
11084,Desert Falcon,2600,1987,Shooter,Atari,0.24,0.01,0,0
11085,Chicken Riot,Wii,2010,Action,City Interactive,0.15,0.16,0,0.03
11086,Gameboy Gallery,GB,1995,Misc,Nintendo,0,0,0.3,0
11087,Nishijin Pachinko Monogatari 2,SNES,1996,Misc,KSS,0,0,0.03,0
11088,Memories Off: Yubikiri no Kioku,X360,2010,Adventure,5pb,0,0,0.02,0
11089,Clockwork Knight,SAT,1994,Platform,Sega,0,0,0.09,0
11090,Shrek Swamp Kart Speedway,GBA,2002,Racing,TDK Mediactive,0.22,0.08,0,0.01
11091,Dream Dancer,DS,2009,Misc,Zoo Games,0.01,0,0,0
11092,Rampage,2600,1988,Action,Activision,0.22,0.01,0,0
11093,My Fitness Coach: Club,PS3,2011,Sports,Ubisoft,0,0.1,0,0.04
11094,The History Channel: Civil War - Secret Missions,PS3,2008,Shooter,Activision,0.09,0,0,0.01
11095,Namco Museum Vol.5,PS,1996,Misc,Sony Computer Entertainment,0.02,0.01,0.12,0.01
11096,Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,DS,2006,Misc,Nintendo,0,0,0.05,0
11097,Might & Magic: Clash of Heroes,DS,2009,Role-Playing,Ubisoft,0.16,0.02,0,0.01
11098,Driving Emotion Type-S,PS2,2000,Racing,Electronic Arts,0.04,0.03,0.11,0.01
11099,The Simpsons Skateboarding,PS2,2002,Sports,Electronic Arts,0.36,0.9,0,0.27
11100,Foto Showdown,DS,2010,Role-Playing,Konami Digital Entertainment,0.03,0,0,0
11101,The Next BIG Thing,PC,2011,Adventure,Focus Home Interactive,0,0.05,0,0.01
11102,Unreal Anthology,PC,2006,Shooter,Midway Games,0,0.02,0,0
11103,WWE Day of Reckoning,GC,2004,Fighting,THQ,0.35,0.09,0,0.01
11104,Oyaku de Asoberu DS Ehon: Ukkari Penelope,DS,2008,Simulation,Tecmo Koei,0,0,0.02,0
11105,HotBrain,PSP,2007,Puzzle,Midway Games,0.02,0,0,0
11106,Disaster Report,PS2,2002,Action,Agetec,0.03,0.02,0.15,0.01
11107,Dragon Ball Z: Extreme Butoden,3DS,2015,Fighting,Namco Bandai Games,0.12,0.03,0.16,0.02
11108,Theatrhythm Dragon Quest,3DS,2015,Misc,Square Enix,0,0,0.15,0
11109,Final Fantasy I & II: Dawn of Souls,GBA,2004,Role-Playing,Nintendo,0.64,0.24,0.29,0.02
11110,Pump It Up: Exceed,PS2,2005,Misc,Mastiff,0.03,0.02,0,0.01
11111,Ratchet & Clank: Quest for Booty,PS3,2008,Platform,Sony Computer Entertainment,0,0.53,0,0.04
11112,Trine,PC,2009,Action,Nobilis,0,0.01,0,0
11113,The Legend of the Mystical Ninja,SNES,1991,Adventure,Konami Digital Entertainment,0,0,0.48,0
11114,Ape Escape Academy (jp sales),PSP,2004,Misc,Sony Computer Entertainment,0,0,0.13,0
11115,Rocket Power: Zero Gravity Zone,GBA,2003,Sports,THQ,0.14,0.05,0,0
11116,Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,PS2,2008,Misc,Paon,0,0,0.06,0
11117,MetropolisMania,PS2,2001,Strategy,Natsume,0.04,0.03,0,0.01
11118,Initial D: Special Stage,PS2,2003,Racing,Sega,0,0,0.27,0
11119,NHL FaceOff,PS,1994,Sports,Sony Computer Entertainment,0.25,0.17,0,0.03
11120,Yuugen Gaisha Brave Company,3DS,2011,Strategy,Namco Bandai Games,0,0,0.06,0
11121,Robopon 2: Cross Version,GBA,2001,Role-Playing,Hudson Entertainment,0.01,0,0,0
11122,Last Rebellion,PS3,2010,Role-Playing,Nippon Ichi Software,0.06,0.01,0.01,0.01
11123,Super Robot Wars BX,3DS,2015,Action,Namco Bandai Games,0,0,0.13,0
11124,All Points Bulletin,PC,2010,Role-Playing,Electronic Arts,0,0.03,0,0.01
11125,Primal,PS2,2003,Action,Sony Computer Entertainment,0.21,0.17,0,0.06
11126,Mario Super Sluggers,Wii,2008,Sports,Nintendo,1.51,0,0.29,0.12
11127,Adventures of Tron,2600,1981,Action,Mattel Interactive,0.63,0.03,0,0.01
11128,Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,DS,2008,Misc,Takara Tomy,0,0,0.05,0
11129,2-in-1 Game Pack: Spider-Man & Spider-Man 2,GBA,2005,Platform,Activision,0.06,0.02,0,0
11130,Fatal Fury: Wild Ambition,PS,1999,Fighting,SNK Playmore,0.03,0.02,0,0
11131,Pitfall!,2600,1981,Platform,Activision,4.21,0.24,0,0.05
11132,"Horse Life 4: My Horse, My Friend, My Champion",3DS,2015,Action,D3Publisher,0,0.01,0,0
11133,Ultraman Fighting Evolution 3,PS2,2004,Fighting,Banpresto,0,0,0.01,0
11134,Pirates: Duels on the High Seas,DS,2008,Action,Oxygen Interactive,0.03,0,0,0
11135,Moto Racer,PS,1997,Racing,Electronic Arts,0.45,0.3,0,0.05
11136,Spitfire Heroes: Tales of the Royal Air Force,DS,2008,Simulation,Destineer,0.05,0,0,0
11137,Ultimate Card Games,GBA,2003,Misc,Telegames,0.09,0.03,0,0
11138,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007,Role-Playing,Nintendo,1.85,1.2,1.54,0.37
11139,Fisherman's Bait 2: Big Ol' Bass,PS,1999,Sports,Konami Digital Entertainment,0.16,0.11,0,0.02
11140,ThunderStrike 2,PS,1994,Simulation,Core Design Ltd.,0.1,0.07,0,0.01
11141,Vampire Savior: The Lord of Vampire,SAT,1998,Fighting,Capcom,0,0,0.18,0
11142,Beetle Adventure Racing!,N64,1999,Racing,Electronic Arts,0.4,0.2,0,0.02
11143,Yu-Gi-Oh! 5D's Tag Force 6,PSP,2011,Strategy,Konami Digital Entertainment,0,0,0.16,0
11144,The King of Fighters '98 Ultimate Match,PS2,2008,Fighting,Ignition Entertainment,0.04,0.03,0.03,0.01
11145,Harvest Moon DS (US sales),DS,2005,Simulation,Rising Star Games,0.41,0.07,0,0
11146,TV Anime: Fairy Tale Gekitou! Madoushi Kessen,DS,2010,Fighting,Hudson Soft,0,0,0.05,0
11147,Langrisser V: The End of Legend,SAT,1998,Strategy,NCS,0,0,0.09,0
11148,Country Dance,Wii,2011,Misc,Funbox Media,0.59,0.04,0,0.04
11149,Dungeons,PC,2011,Strategy,Kalypso Media,0.07,0.02,0,0.01
11150,Cross Channel: In Memory of All People,X360,2011,Adventure,CyberFront,0,0,0.02,0
11151,Jampack Winter 2001,PS2,2001,Misc,Sony Computer Entertainment,0.35,0.28,0,0.09
11152,Agatha Christie: Peril at End House,PC,2009,Adventure,JoWood Productions,0,0.01,0,0
11153,S.Y.K Renshouden Portable,PSP,2011,Adventure,Idea Factory,0,0,0.04,0
11154,Flight Control Rocket,GBA,2005,Simulation,THQ,0.31,0.12,0,0.01
11155,Dragon Ball Z: Infinite World,PS2,2008,Fighting,Namco Bandai Games,0.08,0.06,0.21,0.02
11156,thinkSMART,DS,2010,Misc,Conspiracy Entertainment,0.09,0,0,0.01
11157,PoPoLoCrois (JP sales),PSP,2005,Role-Playing,Ignition Entertainment,0,0,0.08,0
11158,Tokimeki Memorial Girl's Side 1st Love Plus,DS,2009,Adventure,Konami Digital Entertainment,0,0,0.03,0
11159,Assault: Retribution,PS,1998,Action,Telstar,0.07,0.05,0,0.01
11160,.hack//G.U. Vol.1//Rebirth,PS2,2006,Role-Playing,Namco Bandai Games,0,0,0.17,0
11161,Shining Tears,PS2,2004,Role-Playing,Sega,0.05,0.04,0,0.01
11162,DokuSui: DokiDoki Suikoden,PSP,2011,Role-Playing,Irem Software Engineering,0,0,0.01,0
11163,Operation Darkness,X360,2007,Role-Playing,Success,0.07,0,0,0
11164,Shin Nippon Pro Wrestling: Toukon Retsuden,PS,1995,Fighting,Tomy Corporation,0,0,0.3,0.02
11165,Tao Feng: Fist of the Lotus,XB,2003,Fighting,Microsoft Game Studios,0.21,0.06,0,0.01
11166,Patapon 3,PSP,2011,Misc,Sony Computer Entertainment,0.05,0.04,0.17,0.02
11167,Tom Clancy's Ghost Recon: Island Thunder,XB,2003,Shooter,Ubisoft,0.61,0.24,0,0.03
11168,Romance of the Three Kingdoms XI,PS2,2007,Strategy,Tecmo Koei,0,0,0.07,0
11169,2 Games in 1: Disney Princess & The Lion King,GBA,2004,Misc,THQ,1.25,0.46,0,0.03
11170,Caligula,PSV,2016,Role-Playing,FuRyu,0,0,0.05,0
11171,Dokuro,PSV,2012,Action,GungHo,0,0,0.01,0
11172,Melty Blood: Act Cadenza,PS2,2006,Fighting,Sega,0,0,0.11,0
11173,Klax,2600,1989,Puzzle,Atari,0.14,0.01,0,0
11174,Koi to Senkyo to Chocolate Portable,PSP,2012,Adventure,Kadokawa Shoten,0,0,0.05,0
11175,Battle Assault 3 featuring Gundam Seed,PS2,2004,Action,Namco Bandai Games,0.02,0.01,0,0
11176,Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,SNES,1994,Platform,Konami Digital Entertainment,0,0,0.36,0
11177,Elite Forces: Unit 77,DS,2009,Strategy,Deep Silver,0.06,0,0,0
11178,Zill O'll Infinite Plus,PSP,2009,Role-Playing,Tecmo Koei,0,0,0.06,0
11179,FIFA Soccer 09 All-Play,Wii,2008,Sports,Electronic Arts,0.29,0.52,0,0.09
11180,The Shoot,PS3,2010,Shooter,Sony Computer Entertainment,0.13,0.16,0.01,0.06
11181,Bomberman Jetters,GC,2002,Puzzle,Hudson Soft,0.06,0.02,0,0
11182,"BCFX: The Black College Football Xperience, The Doug Williams Edition",X360,2009,Sports,Aspyr,0.15,0,0,0.01
11183,Scooby-Doo,GBA,2001,Platform,THQ,0.33,0.12,0,0.01
11184,Warcraft III: The Frozen Throne,PC,2003,Strategy,Activision,0.58,0.87,0,0.09
11185,Mega Man: Dr. Wily's Revenge,GB,1991,Platform,Nintendo,0,0,0.28,0
11186,Ringling Bros. and Barnum & Bailey: Circus Friends,DS,2009,Action,Take-Two Interactive,0.16,0,0,0.01
11187,Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta,PSV,2012,Adventure,Gust,0,0,0.1,0
11188,King Arthur II,PC,2011,Strategy,Paradox Interactive,0,0.02,0,0
11189,Kaidan Restaurant: Zoku! Shin Menu 100-Sen,DS,2011,Misc,Namco Bandai Games,0,0,0.03,0
11190,Sugoi Hebereke,SNES,1994,Fighting,Sunsoft,0,0,0.02,0
11191,Bomberman (jp sales),PSP,2006,Puzzle,Konami Digital Entertainment,0,0,0.01,0
11192,Running Wild,PS,1997,Racing,989 Studios,0.05,0.03,0,0.01
11193,Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai,DS,2008,Fighting,Takara Tomy,0,0,0.08,0
11194,WWF in Your House,PS,1996,Fighting,Acclaim Entertainment,0.35,0.24,0,0.04
11195,Madden NFL 98,PS,1997,Sports,Electronic Arts,1.29,0.03,0,0.03
11196,Wrestle Kingdom,PS2,2006,Fighting,Yuke's,0,0,0.03,0
11197,"Prinny 2: Dawn of Operation Panties, Dood!",PSP,2010,Platform,Nippon Ichi Software,0.05,0,0.03,0.01
11198,Gallop & Ride!,Wii,2008,Sports,THQ,0.14,0,0,0.01
11199,Deadly Arts,N64,1998,Fighting,Konami Digital Entertainment,0.03,0.01,0,0
11200,Kenka Banchou Portable,PSP,2009,Action,Spike,0,0,0.01,0
11201,Sakura Wars GB,GB,2000,Adventure,Media Factory,0,0,0.14,0
11202,Omega Quintet,PS4,2014,Role-Playing,Compile Heart,0,0,0.02,0
11203,Smash Cars,PS2,2003,Racing,Metro 3D,0.06,0.04,0,0.01
11204,Phantasy Star Portable 2: Infinity,PSP,2011,Role-Playing,Sega,0,0,0.37,0
11205,Clock Tower,PS,1996,Adventure,ASCII Entertainment,0.07,0.05,0.38,0.03
11206,Giants: Citizen Kabuto,PS2,2001,Shooter,Interplay,0.03,0.02,0,0.01
11207,Fate/hollow ataraxia,PSV,2014,Adventure,Type-Moon,0,0,0.1,0
11208,NHL Powerplay 98,PS,1997,Sports,Virgin Interactive,0.03,0.02,0,0
11209,Centipede / Breakout / Warlords,GBA,2005,Misc,Zoo Digital Publishing,0.05,0.02,0,0
11210,NFL Fever 2004,XB,2003,Sports,Microsoft Game Studios,0.24,0.07,0,0.01
11211,Homeworld 2,PC,2003,Strategy,Vivendi Games,0,0.03,0,0.01
11212,Point Blank 2,PS,1998,Shooter,Namco Bandai Games,0.02,0.02,0,0
11213,Final Fantasy Tactics: The War of the Lions,PSP,2007,Role-Playing,Square Enix,0.45,0.25,0.3,0.16
11214,Project Hacker: Kakusei,DS,2006,Action,Nintendo,0,0,0.1,0
11215,Doraemon Wii: Himitsu Douguou Ketteisen!,Wii,2007,Misc,Sega,0,0,0.01,0
11216,The Sims 3: Generations,PC,2011,Simulation,Electronic Arts,0.4,0.23,0,0
11217,Chou!! Super Nep League DS,DS,2008,Sports,Jaleco,0,0,0.02,0
11218,Spy Fiction,PS2,2003,Action,Sega,0.02,0.02,0,0.01
11219,Praetorians,PC,2003,Strategy,Eidos Interactive,0,0.04,0,0
11220,Karate,2600,1982,Fighting,Ultravision,0.44,0.03,0,0
11221,Time Crisis: Razing Storm,PS3,2010,Shooter,Namco Bandai Games,0.18,0.21,0.07,0.08
11222,International Superstar Soccer 64,N64,1997,Sports,Konami Digital Entertainment,0.09,0.26,0.23,0.02
11223,Goodbye Deponia,PC,2013,Adventure,Daedalic Entertainment,0,0.06,0,0.01
11224,NCAA GameBreaker 2000,PS,1999,Sports,989 Studios,0.22,0.15,0,0.03
11225,ScrapLand,XB,2005,Action,Deep Silver,0.02,0,0,0
11226,Art Academy: Lessons for Everyone,3DS,2012,Action,Nintendo,0.2,0.03,0.21,0.02
11227,Disney's Magical Mirror Starring Mickey Mouse,GC,2002,Adventure,Nintendo,0.15,0.04,0,0.01
11228,Dragon Ball Z: Buu's Fury,GBA,2004,Action,Atari,0.44,0.16,0,0.01
11229,Fishing Master World Tour,Wii,2009,Sports,Hudson Entertainment,0.09,0,0,0.01
11230,Arcana Famiglia 2,PSP,2013,Adventure,Comfort,0,0,0.02,0
11231,Rondo of Swords (jp sales),DS,2007,Role-Playing,Success,0,0,0.01,0
11232,Blues Brothers 2000,N64,2000,Platform,Virgin Interactive,0.04,0.01,0,0
11233,Moyashimon DS,DS,2009,Action,Takara Tomy,0,0,0.03,0
11234,Cubic Ninja,3DS,2011,Platform,Ubisoft,0.05,0.04,0,0.01
11235,Sloane to MacHale no Nazo no Monogatari,DS,2009,Puzzle,Level 5,0,0,0.2,0
11236,Imagine: Soccer Captain,DS,2009,Sports,Ubisoft,0.1,0,0,0.01
11237,Mega Man Legends 2,PS,2000,Adventure,Capcom,0.17,0.12,0.1,0.03
11238,Brain Boost: Beta Wave,DS,2005,Puzzle,505 Games,0.14,0,0,0.01
11239,My Frogger: Toy Trials,DS,2006,Action,Konami Digital Entertainment,0.02,0,0,0
11240,Mario Superstar Baseball,GC,2005,Sports,Nintendo,0.93,0.24,0.25,0.04
11241,Motor Trend presents Lotus Challenge,XB,2003,Racing,Xicat Interactive,0.02,0.01,0,0
11242,Chou-Kuukan Night Pro Yakyuu King(higher JP sales),N64,1996,Sports,Imagineer,0,0,0.22,0
11243,Fab 5 Soccer,DS,2008,Sports,Destineer,0.01,0,0,0
11244,Football Manager 2013,PC,2012,Sports,Sega,0,0.95,0,0.22
11245,FIFA Soccer 64,N64,1997,Sports,Electronic Arts,0.16,0.3,0,0.03
11246,White Knight Chronicles II,PS3,2010,Role-Playing,Sony Computer Entertainment,0.23,0.09,0.27,0.05
11247,Daito Giken Premium Pachi-Slot Collection: Yoshimune,PS2,2006,Misc,Daito,0,0,0.03,0
11248,Heart Catch PreCure! Oshare Collection,DS,2010,Action,Namco Bandai Games,0,0,0.11,0
11249,Lethal Enforcers I & II,PS,1996,Shooter,Konami Digital Entertainment,0.02,0.01,0,0
11250,Final Fantasy X-2: International + Last Mission,PS2,2004,Role-Playing,Square Enix,0,0,0.29,0
11251,NASCAR Rumble,PS,2000,Racing,Electronic Arts,0.31,0.21,0,0.04
11252,I Spy: Castle,DS,2011,Puzzle,Scholastic Inc.,0.19,0,0,0.01
